Country,City,PropertyType,Bedrooms,AreaAveragePrice,BillsIncludedCost,Price,DepositAmount,LandlordVerified,ReputationScore,NationalityMismatch,ThumbsUpCount,ThumbsDownCount,AverageReviewRating,RentalDescription,Reviews,ScenarioType,IsScam,PriceRatio,DepositRatio,ThumbsRatio,DescriptionScamScore,IsNewListing
United Kingdom,Glasgow,Studio,1,965.6,149.46508519519293,1076.2707228639665,1374.551258887228,1,72.09836951711108,0,35,11,4.91556415195375,Spacious room in shared apartment close to city center,overall positive and responsive host,legit_new_listing,0,0.9643440486947348,1.4220476504109538,0.7446808510638298,0.0,0
Singapore,Orchard / River Valley,House,1,3806.4999999999995,430.0336358069969,4099.098382846163,8859.187712082534,1,99.84225784371532,1,14,14,5.0,Comfortable flat with balcony and furnished kitchen,professional communication and returned deposit on time,legit_new_listing,0,0.9673311730693862,2.3267728725101864,0.4827586206896552,0.0,0
Finland,Tampere,Studio,1,744.0,55.083914594631686,792.3767953187695,856.9399212588929,1,100.0,0,40,4,4.812211678743399,Spacious room in shared apartment close to city center,overall positive and responsive host,legit_new_listing,0,0.9903671113301071,1.1502549278642857,0.8888888888888888,0.0,0
Turkey,Izmir,Apartment,1,480.0,50.13209889977899,532.9861814148999,1150.6019572582704,1,91.50195899959195,0,2,4,4.502412322696847,Bright apartment near metro and university,professional communication and returned deposit on time,legit_new_listing,0,1.003490812396693,2.3921038612438053,0.2857142857142857,0.0,0
Chile,Santiago,Studio,1,288.0,23.950269060739164,344.23734094884844,590.4041558036788,0,76.3513393558582,0,24,3,4.752119799298644,Spacious room in shared apartment close to city center,"decent listing, no major problems",legit_new_listing,0,1.0999745805683807,2.042920954337989,0.8571428571428571,0.0,0
Switzerland,Canton Of Fribourg,Studio,1,1469.6000000000001,80.45946264349928,1728.0210415558183,1517.394994182609,1,50.97348516929919,0,19,2,4.284357709030113,Well maintained property with clear contract terms,"good experience, apartment matched photos",legit_new_listing,0,1.114090776771846,1.0318203414814422,0.8636363636363636,0.0,0
United Kingdom,Liverpool,Apartment,1,1142.0,54.73021914591875,1318.1258892431665,2724.7139309628765,1,71.81238383279157,0,29,3,4.047724477288979,Recently updated apartment with washing machine and wifi,mixed experience,legit_new_listing,0,1.1005198567863637,2.3838267112536102,0.8787878787878788,0.0,0
Argentina,Buenos Aires,Apartment,2,695.0,110.29795253494083,911.439964079205,1698.2498980338507,1,55.01460448798895,1,7,7,3.641078749519499,Spacious room in shared apartment close to city center,some issues but manageable,legit_new_listing,0,1.1304009407610494,2.440014221313004,0.4666666666666667,0.0,0
Taiwan,Taipei,Studio,1,776.0,98.79042080716849,865.4158621615899,1753.0108751412542,1,80.79101974991009,0,10,4,4.842351850339088,Comfortable flat with balcony and furnished kitchen,overall positive and responsive host,legit_new_listing,0,0.9881540624342329,2.2561272524340468,0.6666666666666666,0.0,0
Sweden,Malmï¿½,Apartment,1,1107.0,81.87034163076518,1128.9062498460491,2791.8087523640093,0,95.31158182155167,0,33,11,4.49400214777849,Clean studio in quiet neighborhood with good sunlight,"good experience, apartment matched photos",legit_new_listing,0,0.9487640882777512,2.5196829894982034,0.7333333333333333,0.0,0
United Kingdom,Edinburgh,Studio,1,1172.8,105.87655228343242,1267.2033613419187,2006.3340250896813,1,94.73077477559511,1,17,2,4.508053402077227,Bright apartment near metro and university,reliable landlord and smooth move in process,legit_new_listing,0,0.9902528565368673,1.7092639504938503,0.85,0.0,0
Norway,Trondheim,Apartment,3,1884.0,86.6430069779571,1921.6591600269571,4771.764070975222,1,98.41681222956952,0,15,5,4.885301690536004,very cheap luxury deal landlord abroad pay first,overall positive and responsive host,legit_new_listing,0,0.9746486322452395,2.5314398254510464,0.7142857142857143,0.8,0
United States,Los Angeles,Apartment,1,2350.0,442.038425943085,2563.979617757522,5184.732602565805,0,72.17993159924443,0,27,12,2.8354650965053207,Bright apartment near metro and university,overall positive and responsive host,legit_new_listing,0,0.9179893817220866,2.2053307539624862,0.675,0.0,0
Japan,Tokyo,Apartment,1,860.0,50.47082492117875,889.4682031372311,1498.891986124623,1,70.54411181421882,1,1,13,3.869237493594909,Well maintained property with clear contract terms,some issues but manageable,legit_new_listing,0,0.9758603115071177,1.740873386904324,0.06666666666666667,0.0,0
Italy,Catania,House,1,879.7499999999999,116.4698921311004,1096.5287249251157,1224.0980400257677,1,76.52212036203436,0,19,4,4.6471547930508645,Recently updated apartment with washing machine and wifi,overall positive and responsive host,legit_new_listing,0,1.0995856917593052,1.3898359807275251,0.7916666666666666,0.0,0
Germany,Stuttgart,Apartment,3,2120.0,129.07459640779277,2473.184227608296,2575.7081273984236,0,97.2688555440655,1,35,5,4.486593593468458,Well maintained property with clear contract terms,mixed experience,legit_new_listing,0,1.0991565486569619,1.2143838413005297,0.8536585365853658,0.0,0
Greece,Thessaloniki,Studio,1,489.6,75.52993445413811,541.0825119101579,650.0174200918265,1,78.7494375875509,1,14,11,3.8337327083375916,Bright apartment near metro and university,reliable landlord and smooth move in process,legit_new_listing,0,0.9557567600304849,1.3249437833098785,0.5384615384615384,0.0,0
Philippines,Manila,House,1,488.74999999999994,72.35174008346245,606.2286594093041,669.7750001689096,1,100.0,0,37,4,4.254836315904692,owner abroad no visit possible wire transfer only,overall positive and responsive host,legit_new_listing,0,1.0785034383976282,1.3675855031524444,0.8809523809523809,0.8999999999999999,0
Switzerland,Canton Of Valais,Studio,1,1441.6000000000001,273.26861789085683,1802.3386124258627,1864.3603965388118,0,69.91179510576784,0,35,8,4.660402320504778,Recently updated apartment with washing machine and wifi,mixed experience,legit_new_listing,0,1.050394298044389,1.2923612897121943,0.7954545454545454,0.0,0
Russia,Ufa,Studio,1,216.0,12.18840359797025,265.3884938710292,362.5535011225272,1,96.19441012751611,0,32,7,4.440632413851882,Bright apartment near metro and university,okay place,legit_new_listing,0,1.1579490484892034,1.6707534613941346,0.8,0.0,0
United Kingdom,Leeds,Apartment,1,1130.0,185.69373798835045,1316.5064746341961,1735.0090871574805,1,73.74734957468772,0,20,4,4.051598039134835,Clean studio in quiet neighborhood with good sunlight,reliable landlord and smooth move in process,legit_new_listing,0,0.9998577775918943,1.5340487065937052,0.8,0.0,0
France,Nantes,Apartment,1,883.0,128.79120899234744,1135.6615194334518,1533.9365631024773,1,94.37281864059096,0,29,3,4.399925650670068,Well maintained property with clear contract terms,reliable landlord and smooth move in process,legit_new_listing,0,1.1213185001510342,1.7352223564507663,0.8787878787878788,0.0,0
Italy,Turin,Apartment,2,1178.0,35.592203762665775,1187.1865972449536,1761.5187358422784,1,74.25593889473582,0,2,11,4.854688882586692,Clean studio in quiet neighborhood with good sunlight,some issues but manageable,legit_new_listing,0,0.9774363721150089,1.4940786563547739,0.14285714285714285,0.0,0
Malaysia,Iskander Puteri,Apartment,3,820.0,109.6622025122289,956.3784412346972,1761.3404234120915,0,58.37291102367096,0,23,4,3.787743755826887,cheap room no viewing available today deposit first,overall positive and responsive host,legit_new_listing,0,1.0276321942086506,2.1453598336322672,0.8214285714285714,0.3,0
Mexico,Guadalajara,Apartment,1,1060.0,167.94190323872937,1252.0006817964065,1851.6454529577022,1,85.83544582523803,0,16,3,4.423078339573454,Comfortable flat with balcony and furnished kitchen,overall positive and responsive host,legit_new_listing,0,1.0187631152432093,1.7451889283295967,0.8,0.0,0
United Arab Emirates,Ajman,Apartment,2,862.0,155.41657231456063,963.4267092477011,1795.336285831691,1,91.31265448802057,0,38,11,4.46903646249712,Recently updated apartment with washing machine and wifi,okay place,legit_new_listing,0,0.9460045480781172,2.080343320778321,0.76,0.0,0
Spain,Seville,Apartment,2,1295.0,214.2225856512718,1551.8794205040895,1350.0938204377458,1,68.68933780434556,1,41,10,4.984931709984629,Recently updated apartment with washing machine and wifi,reliable landlord and smooth move in process,legit_new_listing,0,1.0275832418668627,1.0417390589797422,0.7884615384615384,0.0,0
Colombia,Bogotï¿½,Apartment,1,590.0,94.41795059071379,762.6436932225207,1103.3559347312728,1,97.71424687949823,0,25,3,4.670280803487992,cheap room no viewing available today deposit first,different from photos,legit_new_listing,0,1.1126695654312109,1.8669305156197509,0.8620689655172413,0.3,0
Netherlands,The Hague,Apartment,2,2768.0,457.63186165998053,3482.6611192134205,6026.860584253107,0,94.39596145032264,1,10,11,3.4334817668350666,Clean studio in quiet neighborhood with good sunlight,reliable landlord and smooth move in process,legit_new_listing,0,1.0793487663081969,2.1765477010664886,0.45454545454545453,0.0,0
Qatar,Doha,Studio,1,1596.0,228.96922408434799,1863.64321042097,2916.3675278681385,1,93.66459128749437,0,4,3,4.004442799437493,Spacious room in shared apartment close to city center,overall positive and responsive host,legit_new_listing,0,1.0206323227356222,1.8261537431860604,0.5,0.0,0
Finland,Oulu,Apartment,3,1201.0,135.99093144454278,1337.9947424157824,2849.2140669277155,1,76.12049368294406,0,23,0,4.814259810338437,Spacious room in shared apartment close to city center,okay place,legit_new_listing,0,1.0000028482788261,2.370394398442359,0.9583333333333334,0.0,0
Greece,Thessaloniki,Apartment,1,612.0,70.04569968241191,744.653547443741,773.9381182854701,1,63.356599536465986,0,0,3,4.271993047097235,Well maintained property with clear contract terms,mixed experience,legit_new_listing,0,1.090195791862791,1.262541791656558,0.0,0.0,0
Singapore,Alexandra / Commonwealth,Studio,1,2344.0,222.73449626695893,2638.136792628713,5504.758480457158,1,66.77921649153285,0,8,7,4.9439286680017585,Recently updated apartment with washing machine and wifi,"decent listing, no major problems",legit_new_listing,0,1.0274180591739943,2.3474449810051845,0.5,0.0,0
Spain,Murcia,Studio,1,621.6,60.79361043936388,769.6120328690762,702.2744414687083,1,58.8556638026883,1,20,5,4.684793950396094,Recently updated apartment with washing machine and wifi,professional communication and returned deposit on time,legit_new_listing,0,1.126162172301086,1.1279705131203153,0.7692307692307693,0.0,0
United Arab Emirates,Sharjah,Apartment,2,1180.0,69.70292838364014,1416.105850929227,2417.9669756596854,1,81.04586768211531,0,34,13,4.1923383891458075,Spacious room in shared apartment close to city center,professional communication and returned deposit on time,legit_new_listing,0,1.1322479693553986,2.0473894798134507,0.7083333333333334,0.0,0
Colombia,Pereira,Apartment,2,590.0,49.17207151489324,655.7147816361124,778.865013413116,1,100.0,1,34,13,4.391639386142804,Comfortable flat with balcony and furnished kitchen,professional communication and returned deposit on time,legit_new_listing,0,1.0242789568817634,1.317876503237083,0.7083333333333334,0.0,0
Switzerland,Canton Of Fribourg,Apartment,2,2238.0,340.3631847477502,2611.0698660984494,3971.4918091752097,1,83.79985729252928,1,38,3,3.7854846534919795,Recently updated apartment with washing machine and wifi,professional communication and returned deposit on time,legit_new_listing,0,1.0122924454912696,1.7737792805606118,0.9047619047619048,0.0,0
Croatia,Zagreb,Apartment,1,696.0,100.81520482436834,902.0108153861157,1524.990557435959,0,60.6023822642718,0,35,2,3.6889759783179907,Well maintained property with clear contract terms,overall positive and responsive host,legit_new_listing,0,1.1306011842487824,2.1879348026340875,0.9210526315789473,0.0,0
Australia,Canberra,Apartment,1,1450.0,52.061964905011074,1731.779071414707,1780.6629501561204,1,84.74939657006672,0,17,0,4.213750038116785,Recently updated apartment with washing machine and wifi,professional communication and returned deposit on time,legit_new_listing,0,1.1521674500785801,1.2271970710931221,0.9444444444444444,0.0,0
United Arab Emirates,Dubai,Apartment,3,5670.0,190.344198711252,5708.670917544921,10808.411873773635,1,100.0,0,37,8,3.7521788712432085,Comfortable flat with balcony and furnished kitchen,professional communication and returned deposit on time,legit_new_listing,0,0.9739525139643055,1.905909341169747,0.8043478260869565,0.0,0
Thailand,Phuket,Apartment,1,660.0,64.12916470347604,734.3896740087622,722.0624245475642,0,61.701336925151935,1,26,3,4.33669087187682,Bright apartment near metro and university,professional communication and returned deposit on time,legit_new_listing,0,1.0127708410529495,1.0923788571067536,0.8666666666666667,0.0,0
Serbia,Novi Sad,Apartment,2,589.0,85.36213855714556,725.7845776989335,1465.6051929350954,1,68.08825793364339,1,34,7,4.475058299961049,Spacious room in shared apartment close to city center,professional communication and returned deposit on time,legit_new_listing,0,1.0746598547107058,2.484076598195077,0.8095238095238095,0.0,0
Denmark,Aarhus,Apartment,2,1560.0,297.21061085129855,1861.5897493701616,3253.247068284898,0,78.61452148632267,0,14,0,2.9215411577425523,Clean studio in quiet neighborhood with good sunlight,professional communication and returned deposit on time,legit_new_listing,0,1.0018184905947314,2.0840788393881473,0.9333333333333333,0.0,0
United States,San Francisco,Apartment,2,4650.0,832.2638967672779,5059.153129585086,5411.404921211868,1,98.15697154723466,0,36,9,5.0,Well maintained property with clear contract terms,professional communication and returned deposit on time,legit_new_listing,0,0.9226535918812461,1.1634927803078623,0.782608695652174,0.0,0
Malaysia,Subang Jaya,Studio,1,368.0,50.08305977241447,456.5404812976565,892.2819786865921,1,100.0,0,15,2,3.362552318064982,Spacious room in shared apartment close to city center,professional communication and returned deposit on time,legit_new_listing,0,1.089379469419698,2.4181083433240977,0.8333333333333334,0.0,0
Singapore,East Coast / Marine Parade,Apartment,1,2695.0,204.99998538430788,3157.4230274142183,4445.380490484842,1,85.25094261728943,0,40,1,4.550813526011163,Recently updated apartment with washing machine and wifi,overall positive and responsive host,legit_new_listing,0,1.088391259331889,1.6488800038890363,0.9523809523809523,0.0,0
Czech Republic,Ostrava,Apartment,2,624.0,55.38446153188281,757.6789755910279,811.6250820412358,1,85.03474843422593,0,20,3,4.802305480928216,Comfortable flat with balcony and furnished kitchen,overall positive and responsive host,legit_new_listing,0,1.1136041729776085,1.2986001312659774,0.8333333333333334,0.0,0
Georgia,Batumi,Apartment,1,494.0,57.51338165042779,567.1954894345179,638.0656998218045,1,68.15136440976484,0,30,11,4.72748927685521,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_new_listing,0,1.0265733071301055,1.2890216158016252,0.7142857142857143,0.0,0
United States,Portland,House,2,1891.7499999999998,175.6091830332493,2159.863316991881,3118.4746753860054,1,86.14187698561499,0,17,14,4.471661413275085,Well maintained property with clear contract terms,overall positive and responsive host,legit_new_listing,0,1.044239963111456,1.6475893146934386,0.53125,0.0,0
